Action,Lieux,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20
S'allonger (depuis position debout),Maison,-0.901886,-0.869568,-0.855194,-0.703171,-0.667252,-0.652893,-1.250244,-0.469742,2.942001,-1.708740,-0.858795,7.707657,7.795044,-0.432632,9.066376,9.089111,11.875961,14.049896,10.046799,8.987366,8.033524,7.522369,6.769394,5.633331,4.438629,5.876343,8.193939,8.727844,6.945358,9.392242,16.714905,12.820740,7.592987,3.629395,-0.763962,-2.500961,0.238007,-2.797836,-1.815018,0.279907,5.769394,5.903473,5.861572,5.649689,5.424622,4.581863,4.414276,5.193588,8.871078,7.026352,7.477661,-0.137100,-2.129074,-1.171402,3.074722,0.691284,-2.244003,-0.460327,0.407578,1.628616,12.901031,12.556274,11.775772,10.579849,9.195999,9.805313,11.357971,13.451691,18.758438,14.709854,23.333771,20.391296,13.258957,2.025360,11.377136,7.279434,9.869965,10.791733,8.639359,10.895889
S'allonger (depuis position debout),Maison,0.130020,0.216202,0.422104,-0.251862,-0.144119,0.708206,0.942841,-0.607407,-2.003220,-2.602966,-1.550720,2.374573,-1.739853,-5.110901,-9.489883,-15.323364,-11.485458,-8.817123,-11.504608,-10.343430,8.549469,8.415405,7.669601,6.769394,5.361603,5.132950,7.160843,9.997971,10.783264,14.002274,12.910507,6.622147,5.796143,6.231888,0.514542,-2.138245,-0.055283,1.678116,0.927536,-0.093597,5.600601,4.251465,4.709961,4.666870,4.283783,4.641724,6.300903,8.152817,5.945374,0.747559,3.170486,-1.639465,-3.855301,0.928314,-6.014862,-1.480255,-1.753189,1.820160,6.390686,0.958237,14.280090,12.883072,12.801666,11.184402,9.501266,10.482880,14.404587,17.543381,14.725418,12.146866,14.530273,7.357254,0.200989,2.049301,-14.990204,-18.941864,-13.293930,-5.318848,-4.186386,-9.478790
S'allonger (depuis position debout),Maison,-0.609802,-0.836044,-0.904282,-0.262634,-1.147293,1.348663,1.409714,1.827499,4.037354,5.773148,1.396545,-4.271729,0.970383,9.824142,9.676895,14.434174,11.609009,20.230530,8.042847,10.258682,8.972046,9.182739,8.725449,7.378708,6.011627,3.788605,5.427444,6.983673,9.285690,9.932129,14.534973,12.691452,2.930283,8.532715,-1.078812,-6.621384,-5.828903,-3.549622,-0.997406,2.021683,4.890717,4.172455,3.707977,2.379196,2.974167,3.621796,4.956558,7.583008,10.132828,10.545822,7.956497,4.282593,-1.383286,3.989304,-1.350967,-1.586792,-1.026550,0.025696,-2.884445,0.113098,13.252960,12.519150,11.529144,9.495270,7.838501,8.759064,11.793716,16.394180,23.455872,26.251099,23.888016,12.702316,2.517380,22.346161,7.247116,6.225998,4.753555,16.706604,4.160995,12.393463
S'allonger (depuis position debout),Maison,1.234940,0.656738,0.639984,0.544205,1.761658,1.036224,1.084106,-1.299332,-5.241379,-0.219543,3.181427,-5.276093,-14.271118,-13.697693,-13.633057,-9.418060,-6.530655,-12.135483,-8.194626,-8.235321,8.506378,8.430969,7.941345,7.242249,5.757843,5.468140,8.514755,10.590530,14.730103,15.285568,6.851990,2.257507,7.660034,2.613052,-1.642639,0.057236,1.498550,1.231598,-1.458282,0.163788,5.039154,3.692429,4.143723,3.529617,1.158157,2.752701,4.319702,5.926208,5.231888,1.722000,1.769882,-0.788330,-2.402023,-7.681229,-4.016907,-2.501373,-0.486664,2.352859,-0.190979,-2.096756,14.780472,12.780136,12.725052,11.316071,8.677658,9.257065,13.918564,15.217407,14.720612,16.788025,11.803299,-3.806915,-9.013107,-18.765869,-19.292603,-11.862198,-5.518768,-8.551025,-9.843887,-10.168289
S'allonger (depuis position debout),Maison,-0.388336,-0.664856,-1.112579,-1.453751,-0.631348,0.108459,-1.300522,0.765671,6.121506,-0.759430,-3.123703,-0.575073,5.599564,8.611465,15.570221,7.359299,12.297348,12.758224,9.395569,8.643799,8.997192,9.086975,8.757767,7.364349,4.964157,3.055984,5.313705,9.236618,12.220978,17.844971,11.966003,2.297012,9.856705,0.655792,-1.439133,-3.573563,-1.872482,-2.839737,-0.598770,0.400818,4.241898,4.518417,3.962967,3.690033,2.874802,2.460602,3.363220,7.229858,7.113739,5.315689,0.579956,1.871628,6.402664,-1.872894,-1.778336,-4.482574,2.533630,3.170486,-0.885284,-0.131119,12.850754,12.940536,11.608154,9.600632,7.207611,5.625046,7.376404,17.232147,25.456223,22.401230,9.422256,3.593567,21.858932,7.394363,12.352753,-0.696838,12.958496,13.088974,7.911514,8.913498
S'allonger (depuis position assise),Maison,1.155930,1.679062,1.513855,0.957214,-0.205170,-0.941391,-1.571060,-1.409454,-6.103287,-6.932877,-9.870575,-9.974716,-8.813522,-9.682617,-9.139145,-8.316727,-11.475876,-8.763245,-9.470734,-8.885361,8.805649,8.581802,8.599762,8.426178,8.634476,8.574615,8.185562,6.668839,8.374695,2.869232,7.129715,3.551575,1.450668,2.774658,3.593475,1.779877,3.921478,2.622635,2.045624,1.864868,4.577087,5.000854,4.652496,4.518417,4.063522,4.946991,5.149292,3.214783,1.192871,-2.822205,3.718765,-1.506592,1.075562,-1.817825,-1.526932,-3.180130,-0.296310,-1.578415,0.875641,0.353714,14.538666,15.261719,14.766113,13.901810,12.492828,12.580215,11.763794,8.474167,3.464279,-6.885849,0.977905,-7.929733,-6.287292,-8.725784,-7.072601,-9.716980,-7.850708,-7.719025,-6.549469,-6.666779
S'allonger (depuis position assise),Maison,-0.145325,-0.533188,-0.251862,-0.023224,1.214584,1.659912,1.767639,2.725327,3.146713,5.404434,7.473022,8.492966,11.006866,10.931458,10.104263,8.786255,10.362823,10.870407,9.067566,9.748718,9.103729,9.125275,9.077393,9.025925,8.701508,8.656021,8.053879,7.500809,7.317657,5.210770,7.412231,3.355255,1.880432,0.667770,0.271530,0.240402,1.424332,1.247162,0.880844,0.855713,4.008453,4.129364,3.705597,3.652924,3.497299,3.867203,4.158096,5.995651,3.965363,5.197174,2.249908,-3.426743,-3.114288,-2.939514,-1.477859,1.451447,1.620239,1.128235,1.008530,2.579117,12.966858,12.721451,12.531128,12.655624,13.413391,14.183136,13.979614,16.221786,14.429733,15.812378,17.135162,8.421478,9.773010,8.659714,8.897934,10.478104,13.407394,13.245804,10.956940,13.183548
S'allonger (depuis position assise),Maison,0.702225,0.583710,1.043396,1.207397,1.510269,0.918900,-0.979706,-1.454956,-2.841187,-3.545090,-3.971252,-6.817963,-9.455170,-11.061676,-11.933167,-8.638748,-10.855789,-10.846207,-8.589676,-7.973160,9.334778,9.379074,9.225845,9.040283,8.908600,8.689545,8.669189,8.189148,7.096191,6.114578,6.842407,5.426239,5.463348,2.486160,2.032455,0.062027,1.852890,1.097519,1.218430,1.435104,3.370407,3.976135,3.837265,3.832489,3.624191,3.675659,3.546371,2.506088,3.485321,2.178085,3.381180,-3.414764,4.094650,1.112671,-0.559677,0.443497,1.464615,2.455811,1.808182,0.730789,13.407410,13.938919,14.106506,14.080170,14.043060,13.284103,11.235855,9.240280,7.740326,4.747574,6.252335,-4.806488,0.102829,-7.462845,-10.460388,-8.133224,-7.538284,-7.292877,-5.563065,-5.807266
S'allonger (depuis position assise),Maison,1.365417,0.474777,-0.627747,-1.835632,-2.635284,-1.456146,-0.640915,0.101288,-2.835205,-4.930130,-3.297287,-0.073502,-0.705566,-0.492477,-0.300949,-0.379959,0.076141,0.019882,1.465973,1.221771,9.061829,9.011551,8.986420,9.368286,9.616089,8.496811,7.929382,8.022751,8.059860,9.210281,9.035492,7.983246,5.788956,5.104218,4.382370,4.120209,2.301804,2.490952,3.466583,2.449051,4.397522,4.299347,3.864807,4.567505,3.705597,4.982895,3.368011,2.181686,-0.514191,-5.409134,-9.765381,-6.305771,-5.889175,-7.283798,-8.215134,-8.132538,-9.456528,-10.131699,-11.217468,-9.976074,14.824768,13.785675,12.223480,12.100159,10.686401,12.023560,10.656479,10.305725,4.710464,-1.128983,-4.027176,1.603973,-0.805786,-2.672058,-4.133713,-4.392288,-7.078583,-7.620865,-6.284912,-6.305252
S'allonger (depuis position assise),Maison,0.345490,0.981155,0.351471,0.392181,0.851868,0.419708,-0.132156,-1.555511,-2.212708,-4.530304,-4.968445,-23.243378,-13.689316,-9.021820,-8.800354,-9.408493,-8.976334,-8.368210,-4.026321,-0.395508,8.584198,8.764954,8.804459,8.871490,8.691925,8.640457,8.500397,7.851563,6.956131,7.505600,5.548340,15.879318,8.318436,4.284210,2.821350,2.494537,4.113022,5.387939,6.999237,6.757416,4.567505,5.023605,4.250275,3.713974,3.965363,3.527222,3.227951,2.552780,2.114639,2.254700,3.746292,1.913528,5.581451,-0.082031,-5.368439,-5.508499,-5.945435,-3.858887,-5.018875,-6.189651,13.497192,14.769714,13.406204,12.977646,13.509155,12.587387,11.596191,8.848831,6.858063,5.229996,4.326187,-5.450531,0.210571,-4.819641,-11.347443,-12.422455,-10.808746,-6.839157,-2.045959,0.172256
S'allonger (depuis position assise),Maison,-1.039551,-1.261017,-1.278976,-1.165253,-1.277771,-1.203552,-0.332062,1.348663,2.102829,3.666245,4.635895,7.598724,12.429031,11.035599,9.827728,11.405502,8.089539,9.365646,13.093414,9.551193,9.346741,9.582581,9.624466,9.341965,8.930161,8.949310,9.497574,9.201889,8.269348,7.361954,6.467712,4.651718,4.243500,2.471802,2.355682,-1.398438,-2.475830,-1.534897,-0.795090,-0.414413,3.642151,3.245911,3.172882,2.689255,2.625809,2.130203,1.805786,2.332520,1.717209,1.883606,1.945847,1.688477,-1.945923,-5.526459,-3.424347,-6.284210,-2.971832,0.664948,0.010147,0.457855,11.949341,11.567474,11.518372,10.865967,10.278198,9.875961,10.971298,12.883072,12.089386,12.911804,13.049454,13.938919,14.726608,7.980942,8.759064,3.722855,2.641876,8.495697,12.308472,9.594635
S'allonger (depuis position assise),Maison,1.033829,0.651947,0.845886,1.467178,1.908905,2.613998,2.195007,1.109238,-1.915833,-2.966888,-3.723450,-4.513535,-4.536285,-7.296799,-10.822266,-15.051620,-14.766708,-10.299133,-8.181458,-10.613968,9.951279,9.235413,8.877487,9.126480,9.199509,8.841568,8.507584,8.196335,8.104156,7.715103,7.486450,7.177597,5.189209,2.544815,4.917465,-0.560455,-1.816223,-1.563629,-0.097183,2.010910,3.812134,3.643341,3.192032,3.469757,4.283783,4.178452,3.905502,3.487717,2.896347,2.527649,2.223587,3.850433,2.765869,-7.328094,0.330963,-1.141464,-3.341736,-0.759598,-1.312653,-0.698547,14.797241,13.530701,12.915405,14.063416,15.392197,15.634018,14.608093,12.793289,9.084671,7.275864,5.986588,6.514496,3.418793,-12.080078,-5.573837,-16.753540,-19.924667,-12.622360,-9.591293,-9.301605
S'allonger (depuis position assise),Maison,0.436478,0.684265,0.497528,0.039032,-1.325668,-1.623734,-1.165253,-0.779785,4.060089,5.060867,4.708923,4.510208,6.517746,12.443390,8.234390,10.456207,8.228394,10.596268,11.678452,11.033203,9.267731,9.063034,9.513138,9.334778,9.629257,9.453293,9.345551,9.344345,7.420609,6.691574,7.230270,7.059082,5.205978,8.344772,3.683258,1.736771,0.376862,-0.518570,-0.619125,0.214066,2.621017,2.277451,2.701218,3.242310,3.169296,3.207596,2.394760,-0.113159,0.814590,-0.134705,1.610657,0.265121,-0.745224,-1.250412,-4.355682,-5.619827,-0.439972,0.631439,0.381241,0.441101,12.325226,12.024750,12.711884,12.616119,11.472885,11.037155,10.575058,8.451401,12.295288,11.617737,13.549850,11.834412,10.978500,19.537750,7.561966,6.573151,8.165283,10.709137,11.440567,11.688370
S'allonger (depuis position assise),Maison,1.875381,1.454010,1.157120,1.246902,0.424500,-0.413467,-1.577057,-2.727463,-3.025543,-2.194763,-10.300323,-8.534607,-14.852905,-11.308289,-10.470322,-9.125977,-11.365753,-8.068924,-9.294769,-10.019012,9.338364,9.449692,9.021133,8.877487,8.464478,8.057465,8.040710,7.683975,5.405884,5.105423,5.135345,1.641006,-1.269150,-2.653000,-0.930359,-2.152603,0.263138,0.715652,0.830566,-1.607925,2.561157,3.154922,2.383987,2.946625,2.855652,3.267456,3.187241,4.621368,3.961777,1.285049,-1.143860,4.128174,-2.303848,0.933105,1.310196,1.499329,1.596298,1.178513,-0.049713,1.534042,13.774902,14.058624,12.562241,13.071014,11.744629,10.911453,9.650894,9.577881,6.342117,4.195709,-6.308838,-2.765427,-18.425903,-13.028183,-10.090485,-9.779251,-9.506317,-6.174759,-8.513916,-10.092896
S'assoir (depuis position allongée),Maison,-9.645508,-9.297150,-9.803528,-9.971130,-10.548126,-11.620728,-10.463135,-11.358566,-11.055695,-10.111191,-9.482712,-8.173080,-7.100479,-6.412140,-4.442917,-4.140045,-3.353546,-0.774994,-1.093430,-0.486496,-0.495819,-0.475464,-0.808258,-1.121902,-0.139084,0.423553,-0.412018,0.208084,1.891205,4.443420,4.110626,3.860428,5.158096,7.408646,6.579056,7.721085,7.921005,7.780945,8.582993,9.307236,0.595520,1.070770,0.899582,1.656158,0.709244,-0.419617,0.846909,0.384827,-0.879303,0.199280,3.350052,1.502930,0.411163,1.959015,4.160492,1.650162,2.983734,2.965790,2.370819,3.230347,-9.545807,-8.701843,-9.712204,-9.436874,-9.977966,-11.616791,-10.028244,-10.765656,-10.043793,-5.468491,-2.022034,-2.809723,-1.531219,2.955521,6.296631,5.231201,7.551193,9.971741,9.860382,12.051086
S'assoir (depuis position allongée),Maison,10.744705,7.362900,10.106644,10.124603,9.898361,9.237549,12.725906,12.689987,10.308960,9.717590,6.545273,11.224747,6.127487,3.031784,0.386185,-0.840836,-1.193985,-1.873932,-1.615356,-0.336853,-0.267166,2.179703,-0.080429,-0.740021,0.452286,1.621857,-1.492996,-0.888474,1.255539,1.983383,3.084717,1.567978,3.623413,5.528000,6.624542,8.763763,8.159225,7.947342,8.761368,8.958878,2.576721,2.514481,2.903534,2.726364,2.002121,0.831345,4.748260,0.498550,0.178925,5.180420,5.958542,6.147675,4.996063,3.115417,3.982117,3.215973,4.441803,4.640533,3.260269,3.995285,13.054260,12.057083,12.929749,12.110947,12.352768,11.690750,15.981171,12.300064,11.743423,16.881393,15.588531,18.940399,14.746964,11.675201,10.992844,11.138901,11.407043,10.713943,10.406281,12.617310
S'assoir (depuis position allongée),Maison,-9.348633,-9.645508,-9.644318,-9.500671,-9.849014,-13.355331,-10.101608,-10.048935,-12.505386,-10.212936,-9.272018,-8.289200,-7.044220,-5.564590,-3.021957,-1.483673,-0.077087,0.836304,1.291199,0.745316,-0.917191,-1.129089,-1.270340,-1.257172,-2.206482,-0.417999,-2.247177,-0.356949,1.326172,2.550797,2.972183,5.068314,5.960144,7.112961,7.171616,7.978455,8.500397,9.452087,10.023102,9.820801,1.672913,1.155762,1.314987,1.698059,5.122955,-1.281525,1.909943,-0.979858,-0.794312,-1.783112,0.691284,-1.333008,-0.248428,1.332932,0.881622,1.156967,2.029648,1.243149,0.360886,0.976196,-8.592911,-9.618835,-9.599670,-9.059784,-6.932541,-15.054855,-10.438843,-11.385742,-11.973526,-9.445251,-5.608551,-4.553894,-1.332504,2.881302,5.031281,7.651749,10.452957,11.531540,11.675186,11.542313
S'assoir (depuis position allongée),Maison,9.352478,10.532822,7.571198,9.013702,8.956238,8.112274,8.854477,9.447052,9.007706,9.955811,9.038834,9.848083,10.545990,3.957138,-0.132156,-3.640854,-5.233002,-3.305664,0.168320,-0.126160,-0.383286,-0.924377,2.647766,0.944290,-0.497009,-0.613129,-2.819397,1.925919,2.443069,4.147736,3.109848,3.939438,7.188370,8.016769,6.110977,6.495255,7.661224,8.963669,8.155624,9.510742,1.282654,3.625381,3.669678,3.626587,4.927826,7.548279,-0.357376,3.511658,0.121475,0.816986,9.958054,5.880722,4.689606,4.754257,2.976563,1.563980,5.174438,0.092743,3.164505,4.009659,10.251846,13.233826,13.888641,13.584579,13.387054,15.047424,5.677704,14.884628,11.572250,14.920532,22.106735,19.668243,22.423965,16.728165,8.955383,4.418381,7.602661,5.750748,11.488449,13.394241
S'assoir (depuis position allongée),Maison,-9.670654,-9.827469,-9.511444,-9.692200,-10.868958,-12.087601,-11.091614,-12.288712,-10.983871,-10.263214,-8.546570,-7.381790,-5.738174,-3.221863,-2.077438,-1.314896,0.070160,1.573715,2.025024,1.631180,-0.473068,-0.628693,-0.258789,-0.831009,-0.524551,0.153015,0.158997,0.886841,1.362076,2.501724,4.351242,5.411880,6.014023,6.395889,7.624115,9.003174,9.107330,9.204285,8.945709,9.298859,0.318985,0.359695,0.745163,0.692490,2.378006,2.381592,0.439896,-0.025772,0.119080,0.065201,0.357300,0.043655,0.083160,1.386810,0.900787,1.668121,1.663330,2.168518,2.239136,1.961411,-9.824738,-10.096466,-9.025070,-9.830719,-9.015503,-9.552994,-10.492722,-11.427643,-9.502716,-7.696289,-3.838028,-1.926254,0.359009,4.560837,6.447464,9.356400,10.840820,12.946518,13.209869,12.891449
S'assoir (depuis position allongée),Maison,9.903137,9.964203,9.153763,8.252335,8.367264,8.755127,10.694427,8.870041,7.641815,11.473740,13.104187,10.452606,6.101151,4.996231,3.156281,2.496674,-0.391922,-1.283768,-2.223480,-2.151657,-0.550888,-0.559265,0.564819,-0.274353,0.618683,-0.180984,-1.084793,0.804230,1.352509,1.808609,4.690018,2.195267,7.281754,7.163239,7.917404,7.479263,8.317245,7.857559,8.472855,9.607712,2.418701,2.613831,2.072739,5.617355,1.707626,5.495255,5.447372,2.381592,5.002045,0.726013,-0.984650,8.042694,5.247452,3.328506,0.521301,0.704453,2.625809,2.253510,2.926285,1.499329,11.770950,12.018768,11.791321,13.595337,10.693573,14.069397,15.057007,12.055862,13.996368,14.008362,16.809555,20.690567,18.630356,15.487976,11.594986,10.680389,10.551132,8.827301,9.175659,8.955383
S'assoir (depuis position allongée),Maison,-9.650299,-9.547348,-12.528137,-9.954361,-9.588058,-10.327866,-11.911621,-9.881348,-8.514252,-6.044632,-5.383835,-3.694717,-3.209900,-1.702744,-1.138916,0.056992,1.862213,2.044174,1.413300,1.914886,-1.059647,-1.574402,0.124283,-1.056061,0.313416,1.951050,3.585098,3.166107,4.949799,5.492081,6.458145,7.549896,8.282516,8.325623,9.229431,9.179153,8.876282,9.173172,9.734604,10.066208,0.062805,1.478989,0.503342,1.247940,1.659744,1.042038,0.327377,-0.097595,-1.384476,-1.641861,-0.947540,-0.860153,-1.511368,0.685303,0.561996,1.007324,1.525665,1.719604,1.920715,1.809387,-10.647141,-9.642761,-11.900513,-9.762482,-7.614899,-7.334778,-7.999146,-6.812836,-4.948929,-2.194412,0.126770,2.995026,3.561249,7.308182,8.652512,10.243469,12.264160,12.936951,13.068619,13.790482
S'assoir (depuis position allongée),Maison,9.992920,8.859268,10.269455,10.082703,12.818085,9.526062,9.928284,10.109039,12.253052,13.863159,12.045959,8.376846,6.789490,4.546112,0.357468,-0.357208,-1.553116,-1.492065,-1.571060,-2.958511,-0.553284,0.561218,-0.451523,-1.058456,-2.942688,0.376862,-0.797485,0.520523,-0.921982,-1.193726,0.925140,2.885986,4.494888,5.651291,5.890717,7.506805,8.899033,9.070221,9.417374,8.025146,1.229980,0.819382,4.500473,1.239563,-2.976624,-1.565247,1.167740,-0.194565,0.775085,2.528839,6.965302,5.835236,3.250687,2.282242,4.532791,3.065140,4.256256,3.801361,2.731155,4.811707,10.669617,10.239868,14.318405,10.263809,6.898773,8.337677,10.298538,10.434998,12.106155,15.198273,19.936401,17.098068,14.535065,12.479645,10.780975,10.214737,11.602173,11.379517,10.577469,9.878342
S'assoir (depuis position allongée),Maison,-9.239700,-9.633545,-8.959579,-12.358139,-13.005768,-9.754456,-11.217300,-10.285965,-8.135971,-8.759659,-7.880981,-6.531860,-6.398972,-6.215820,-1.542343,-0.080673,1.275635,1.698212,0.853058,-0.727112,-0.063660,-0.239639,-0.840576,0.811417,-0.075638,-0.878891,1.583542,3.914307,4.423065,5.273010,6.820862,7.298508,8.193939,8.319626,7.517578,8.639252,8.088593,9.873474,9.936920,10.644409,1.876419,1.626221,2.558762,6.986847,3.691223,0.444687,1.388000,2.410324,2.285828,-1.149857,-1.595169,0.931915,1.613052,-0.177811,2.101471,2.407928,2.449829,-0.321457,-0.548904,0.729599,-7.426941,-8.246964,-7.241394,-4.559875,-9.390182,-10.188660,-8.245758,-3.961334,-1.427078,-4.636505,-2.655289,1.698563,3.408020,1.925995,8.076706,10.966507,11.814056,11.250229,10.241074,10.646896
S'assoir (depuis position allongée),Maison,9.937866,10.812943,12.509232,4.233673,12.449371,11.163696,10.733932,8.677307,14.273758,9.001724,4.650269,3.005447,3.216141,3.618362,2.345840,-0.779785,-2.576630,-2.303696,-1.008423,-2.262985,-1.323013,-1.406815,-1.679749,2.546021,-4.045227,-0.395264,0.718048,4.248291,0.908386,3.829315,8.703903,8.246613,7.153656,6.411453,6.968109,8.004791,9.169571,9.691513,9.043884,11.921707,0.542847,1.468216,1.447861,4.034790,2.626999,2.543213,3.911499,1.167740,-1.253998,9.376251,2.355255,3.089081,1.557999,3.037613,2.753891,1.812973,1.953033,2.394760,0.327377,2.022461,9.157700,10.874344,12.277344,10.814484,11.031143,13.311646,15.363480,14.093338,13.928146,22.207291,15.709427,14.341141,11.927795,13.067429,12.067841,9.037979,8.545975,9.782578,8.362839,11.681183
S'assoir (depuis position allongée),Maison,0.090515,-0.144119,-0.965332,-0.241089,-1.191589,1.597656,1.900528,1.076920,1.371399,0.716599,1.463577,0.732147,1.454010,0.295212,-0.037582,0.290421,0.480759,-0.279388,-0.916260,-0.922241,3.321732,2.779449,3.700027,3.689240,6.395889,6.419830,6.000854,7.244629,8.274139,8.405823,8.721863,9.678345,9.482025,9.424561,9.971634,10.075775,9.750168,9.798050,9.450897,9.207886,-9.800095,-11.115723,-10.256195,-8.857986,-9.185989,-7.794952,-7.322098,-4.578354,-3.417160,-3.891205,-2.027328,-2.548065,-2.284698,-0.648270,0.475815,0.846909,2.008102,3.867203,3.600250,3.930649,-6.387848,-8.480392,-7.521500,-5.409836,-3.981689,0.222534,0.579285,3.743195,6.228378,5.231216,8.158112,7.862427,8.651337,9.071503,10.409866,11.213104,12.239029,13.385864,12.134888,12.216293
S'assoir (depuis position allongée),Maison,0.710602,0.509491,0.547806,0.735748,0.491531,0.558578,0.973969,0.788422,1.038605,1.218170,-0.259048,-2.811264,-1.492065,-3.452911,-1.241867,-1.914642,-1.635712,-1.363968,-1.616562,-0.968933,2.528061,3.127808,2.864441,2.797409,2.687271,2.578339,2.255127,1.923523,1.502136,-0.052887,0.791061,6.600601,8.156830,8.153229,6.573059,8.822418,10.111694,10.147614,9.971634,9.855515,-8.737076,-10.080215,-9.033951,-9.522369,-9.604980,-9.281754,-9.497238,-12.330780,-12.127258,-11.713074,-11.277328,-0.501022,-3.741577,-3.129852,-1.531723,0.775085,0.262726,0.791840,1.162949,3.128586,-5.498413,-6.442917,-5.621704,-5.989212,-6.426178,-6.144836,-6.268143,-9.618835,-9.586517,-10.547791,-10.745316,3.288315,2.923187,1.570465,3.799469,7.682861,8.738708,9.575485,9.518021,12.015167
S'assoir (depuis position allongée),Maison,0.157547,0.103683,1.558151,0.914108,0.162338,1.214584,2.581680,3.044952,0.721375,-1.363968,2.205780,1.833481,1.720963,0.696243,0.580124,0.570541,0.827927,1.434845,1.045792,0.740540,5.519608,4.281815,4.790573,5.025208,5.690796,5.545944,5.255051,3.470184,2.353287,5.863174,9.012756,9.449692,9.058243,8.373505,9.752563,10.202667,9.614899,9.759750,9.362305,9.328796,-8.686798,-8.512024,-9.391891,-8.890305,-7.533997,-8.005646,-10.334015,-9.772568,-9.631317,-8.879532,-0.299911,-0.708115,0.761917,3.135773,3.877975,2.467789,2.694046,3.964157,4.757843,3.492508,-3.009644,-4.126526,-3.043167,-2.950989,-1.680862,-1.245117,-2.497284,-3.257431,-6.556656,-4.380325,10.918625,10.575058,11.541122,12.205521,14.210663,13.240997,13.136871,15.158752,15.165939,13.561844
S'assoir (depuis position allongée),Maison,4.414444,4.109177,3.967911,5.624710,5.232056,3.722519,3.219727,0.471191,0.448441,1.667084,1.661102,1.072128,0.922501,-0.607407,-1.312500,-0.675644,-1.323273,-0.259048,-0.639725,-0.203979,2.586716,2.822540,3.117035,2.165344,1.352509,2.313782,4.253082,7.784531,7.363144,7.256607,9.138443,10.308014,10.033875,9.635254,9.723831,9.535889,9.626862,9.529907,9.598129,8.768539,-8.514420,-8.498856,-9.533142,-10.592575,-10.056274,-10.237045,-7.508850,-7.854813,-5.536026,-1.022964,0.354904,-1.190552,-0.681778,-0.565659,1.101898,1.817764,2.664108,2.980148,4.602219,4.134155,-1.513260,-1.567139,-2.448196,-2.802521,-3.471710,-4.200745,-0.036041,0.400909,2.275558,7.900726,11.154449,10.189590,10.274597,8.462189,9.513229,10.678009,10.967697,12.251007,13.560623,12.698715
S'assoir (depuis position allongée),Maison,-9.829865,-14.396805,-10.119568,-12.455109,-12.937546,-10.816284,-10.780365,-6.974777,-4.944504,-3.953293,-2.793304,-1.855972,0.389786,1.315140,1.142761,0.892563,0.869827,1.295990,0.435272,0.686661,-0.383286,2.040833,-0.226471,-0.036133,0.123077,2.707626,5.040771,4.892334,5.818893,6.944168,7.530746,8.561447,9.136063,9.271332,9.868683,9.874664,9.680740,9.030716,9.219849,9.787277,-0.544113,3.318924,0.516510,-2.342163,-1.095978,-0.107178,-0.558487,-0.272369,0.806213,-0.606369,-0.755997,-0.216110,-0.594391,-0.236465,-0.266388,0.982193,0.635025,0.426727,0.443497,0.472214,-10.757263,-9.037048,-9.829529,-14.833405,-13.910446,-8.215836,-6.298080,-2.354813,1.680603,2.384506,3.981445,6.489365,8.931458,10.350006,10.745056,11.749420,11.185593,10.753433,10.098618,10.946152
S'assoir (depuis position allongée),Maison,-1.186798,-1.786545,-1.025192,-1.301727,-1.788940,-1.104202,0.133606,-0.169266,-0.900696,-1.869141,-0.146515,-0.163284,-1.180817,-0.876755,-1.116165,-0.308121,0.602875,0.130020,0.276062,0.068954,1.741562,1.822968,1.520096,1.405182,2.110275,2.089920,0.606705,0.843735,3.700027,8.539902,9.577789,9.387451,9.983597,9.953674,9.908188,9.584976,9.150421,9.377869,9.565811,8.624893,-9.419418,-9.262604,-10.345978,-9.488861,-10.833206,-11.467667,-12.914963,-8.729889,-4.705246,-1.638275,-3.117889,-3.001770,-0.047318,0.151398,0.387222,0.119080,0.354904,1.674118,2.030853,3.381180,-8.864655,-9.226181,-9.851074,-9.385406,-10.511871,-10.481949,-12.174652,-8.055420,-1.905914,5.032486,6.313385,6.222397,8.755463,9.228317,9.179245,9.395935,10.108200,11.182007,11.872726,12.075027